project,file,line,key_path,value_snippet,issue_type,severity,suggested_fix_hint
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,528,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,530,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,537,(line),"""value_snippet"": ""| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized ",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,538,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,540,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,547,(line),"""value_snippet"": ""| reports | blanks_audit.json | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.) with finalized ",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,548,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,550,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,557,(line),"""value_snippet"": ""\""value_snippet\"": \""20. [MEDIUM] placeholder \\u2014 `(line)` in `BLANKS_REMEDIATION_PLAN.md` (docs)\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,558,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,560,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,567,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,568,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,570,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,577,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,578,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,580,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,587,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_AUDIT.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD/TODO/etc.)",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,588,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,590,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,597,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,598,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,600,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,607,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,608,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,610,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,617,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,618,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,620,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,627,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,628,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,630,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,637,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,638,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,640,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,647,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,648,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,650,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,657,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,658,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,660,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,667,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,668,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,670,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,677,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,678,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,680,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,687,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,688,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,690,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,697,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,698,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,700,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,707,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,708,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,710,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,717,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,718,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,720,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,727,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,728,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,730,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,737,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,738,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,740,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,747,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,748,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,750,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,757,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,758,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,760,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,767,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,768,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,770,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,777,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,778,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,780,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,787,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,788,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,790,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,797,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,798,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,800,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,807,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,808,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,810,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,817,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,818,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,820,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,827,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,828,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,830,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,837,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,838,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,840,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,847,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,848,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,850,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,857,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,858,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,860,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,867,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,868,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,870,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,877,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,878,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,880,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,887,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,888,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,890,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,897,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,898,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,900,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,907,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,908,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,910,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,917,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,918,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,920,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,927,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,928,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,930,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,937,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,938,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,940,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,947,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,948,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,950,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,957,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,958,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,960,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,967,(line),"""value_snippet"": ""\""suggested_fix_hint\"": \""Replace placeholder token in documentation/source.\"""",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,968,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,970,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,977,(line),"""value_snippet"": ""\""value_snippet\"": \""| docs | BLANKS_REMEDIATION_PLAN.md | (line) | placeholder | MEDIUM | Replace placeholder tokens (TBD",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,978,(line),"""issue_type"": ""placeholder"",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,980,(line),"""suggested_fix_hint"": ""Replace placeholder token in documentation/source.""",placeholder,MEDIUM,Replace placeholder token in documentation/source.
reports,generated_repos\agent-build-007-2-1-1\reports\blanks_audit.json,987,(line),"""value_snippet"": ""\""issue_type\"": \""placeholder\"","",",placeholder,MEDIUM,Replace placeholder token in documentation/source.
